Fri Sep 24 2021 06:05:25 GMT-0400 (Eastern Daylight Time) - Run Time: 2402ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: Primary travel mode of trip - mode_prime


Filters:
Regional municipality of household - region_hhld In 6, 5, 11, 

Trip 2016
ROW : gta06_orig
COLUMN : mode_prime
  gta06_orig  mode_prime      total
        6174           W         67
        6175           B         38
        6175           D        622
        6175           O          9
        6175           P         93
        6176           B         65
        6176           C         36
        6176           D       1905
        6176           P        330
        6176           S        291
        6176           W        121
        6177           C         30
        6177           D        890
        6177           O         18
        6177           P         81
        6177           W         70
        6178           D        457
        6178           P         17
        6178           W          7
        6179           D        533
        6179           P         45
        6179           S         34
        6179           W         11
        6180           D        407
        6180           P         79
        6181           B         23
        6181           D        531
        6181           P        177
        6181           S         27
        6182           D       1725
        6182           P        230
        6182           S         77
        6182           W        280
        6183           B         28
        6183           D        498
        6183           P         20
        6183           W        191
        6184           D        222
        6184           P         19
        6185           D        572
        6185           P        126
        6186           C         13
        6186           D        507
        6186           P        113
        6186           W         22
        6187           D        422
        6187           P          4
        6188           D       1148
        6188           P         61
        6188           S         51
        6189           D        206
        6189           W          9
        6190           D        468
        6190           P          9
        6191           C        136
        6191           D       1823
        6191           P        355
        6191           U         17
        6191           W         28
        6192           D        237
        6192           P         16
        6193           B          8
        6193           D       3200
        6193           M         12
        6193           P        692
        6193           S         34
        6193           W         71
        6194           D       3227
        6194           J          8
        6194           P        879
        6194           S        180
        6194           W         80
        6195           D        532
        6195           M         13
        6195           P         83
        6195           W         10
        6196           D       2915
        6196           P        738
        6196           S         90
        6196           W         41
        6197           D        475
        6197           P        115
        6198           B        101
        6198           D       6589
        6198           P       1463
        6198           S        237
        6198           W        142
        6199           B        186
        6199           C         20
        6199           D      12604
        6199           M         28
        6199           O         51
        6199           P       2833
        6199           S        929
        6199           T         67
        6199           W       1281
        6200           D       1750
        6200           P        435
        6200           T         10
        6201           D        595
        6201           M         38
        6201           P        143
        6201           S        118
        6201           T         23
        6201           W        105
        6202           B         48
        6202           C          8
        6202           D       1319
        6202           P         54
        6202           W         10
        6203           B         40
        6203           C          5
        6203           D        978
        6203           P        302
        6203           T        218
        6204           B        160
        6204           C        276
        6204           D        651
        6204           O         35
        6204           P        275
        6204           T          9
        6204           W         20
        6205           C        132
        6205           D        398
        6205           P         35
        6206           C          8
        6206           D       1650
        6206           M         70
        6206           O         12
        6206           P        439
        6206           S        117
        6206           W        313
        6207           B          5
        6207           D       1057
        6207           P        163
        6207           S        203
        6207           T         19
        6207           W        138
        6208           D        688
        6208           M         60
        6208           P        476
        6209           D        640
        6209           O         54
        6209           P        197
        6209           T         19
        6209           W         64
        6210           B         71
        6210           D       2643
        6210           P        747
        6210           T         14
        6210           W        155
        6211           C         13
        6211           D        282
        6211           P         14
        6212           B         15
        6212           D       3609
        6212           P        957
        6212           T         19
        6212           U          9
        6212           W        440
        6213           B         94
        6213           C         17
        6213           D       1801
        6213           J         16
        6213           P        345
        6213           T         34
        6213           W        161
        6214           B         47
        6214           D        666
        6214           P        110
        6214           T         71
        6214           W        352
        6215           D        361
        6215           O         11
        6215           P        214
        6216           B        120
        6216           C         25
        6216           D       3553
        6216           P        792
        6216           T         27
        6216           W         57
        6217           B         57
        6217           C         52
        6217           D       3635
        6217           P        661
        6217           T         27
        6217           W         88
        6218           B        269
        6218           C          8
        6218           D       2449
        6218           M         70
        6218           O         47
        6218           P        437
        6218           S        150
        6218           T         14
        6218           W        164
        6219           B         24
        6219           C         20
        6219           D       6597
        6219           P       1288
        6219           S         98
        6219           T         65
        6219           W        562
        6220           B         23
        6220           C         41
        6220           D       2247
        6220           P        498
        6221           D        871
        6221           P         77
        6222           B          5
        6222           D       3738
        6222           G         17
        6222           M        130
        6222           O         10
        6222           P        673
        6222           S        342
        6222           T         22
        6222           U         17
        6222           W         84
        6223           D       2436
        6223           M          5
        6223           P        509
        6223           S        167
        6223           W         57
        6224           D        306
        6224           P         47
        6225           B         26
        6225           C         10
        6225           D       5156
        6225           P       1101
        6225           S        453
        6225           W        646
        6226           B        123
        6226           D       7003
        6226           J          5
        6226           P       1283
        6226           S        188
        6226           U         17
        6226           W        492
        6227           D       1372
        6227           P        228
        6227           T         27
        6227           W         45
        6228           C         10
        6228           D       2123
        6228           P        364
        6228           S        296
        6228           W        318
        6229           D        142
        6229           P         31
        6230           B         63
        6230           D       1663
        6230           P        395
        6230           S        313
        6230           W        504
        6231           D        620
        6231           P        129
        6231           W         21
        6232           B         48
        6232           C         21
        6232           D       1775
        6232           P        491
        6232           T         11
        6232           W         43
        6233           B         25
        6233           D       3147
        6233           P        814
        6233           S         56
        6233           T         22
        6233           W        408
        6234           D        352
        6234           P         97
        6235           B         37
        6235           C         21
        6235           D       8182
        6235           G         12
        6235           M         61
        6235           P       1680
        6235           S        164
        6235           T         34
        6235           W        381
        6236           B        113
        6236           C         21
        6236           D       3878
        6236           O         54
        6236           P        638
        6236           S        250
        6236           T         73
        6236           U         37
        6236           W        265
        6237           D         77
        6238           B         12
        6238           D        203
        6238           M         61
        6239           D        320
        6239           P         55
        6240           C         43
        6240           D       1317
        6240           M         12
        6240           P        246
        6241           B         69
        6241           D       2384
        6241           P        743
        6241           T         47
        6242           D        234
        6242           P        126
        6242           S         34
        6243           B         80
        6243           D       2426
        6243           P        551
        6244           B        103
        6244           D        870
        6244           P         55
        6244           S         42
        6244           W         19
        6245           D        158
        6246           D        428
        6246           P         18
        6246           U         16
        6247           D        116
        6247           P         20
        6248           C          9
        6248           D        792
        6248           P        265
        6248           S         64
        6249           B         36
        6249           C         93
        6249           D       2467
        6249           P        485
        6249           S        215
        6249           W         46
        6250           D        566
        6250           P         42
        6251           D         98
        6251           P         12
        6252           C          9
        6252           D       2162
        6252           P        475
        6252           S         23
        6252           W         63
        6253           D        577
        6253           P         93
        6253           S        106
        6254           D        147
        6254           P         24
        6255           D        364
        6255           P         13
        6255           S         56
        6256           C          5
        6256           D        903
        6256           P        124
        6257           B        116
        6257           D       2955
        6257           P        500
        6257           S        236
        6257           W        366
        6258           B        814
        6258           C        100
        6258           D       5141
        6258           P        526
        6258           S         48
        6258           T         95
        6258           W         61
        6259           B         33
        6259           C         29
        6259           D       3110
        6259           J         10
        6259           P        859
        6259           S         68
        6260           B         27
        6260           D       1691
        6260           J         14
        6260           P        242
        6260           W         37
        6261           B        119
        6261           C         23
        6261           D       3048
        6261           O         16
        6261           P        695
        6262           B         72
        6262           C         41
        6262           D       3452
        6262           G         19
        6262           M         18
        6262           P        667
        6262           S        188
        6263           D        856
        6263           P        168
        6263           S        100
        6264           D         25
        6265           D        346
        6265           P         40
        6266           B         41
        6266           C         23
        6266           D       2935
        6266           O         16
        6266           P        655
        6266           W         21
        6267           B         81
        6267           C         19
        6267           D       3261
        6267           P        878
        6267           S        344
        6267           W        336
        6268           B        137
        6268           C         72
        6268           D       4587
        6268           P       1119
        6268           S         97
        6268           T         40
        6268           W        139
        6269           B         24
        6269           C         66
        6269           D       4997
        6269           P        625
        6269           S        184
        6269           W        165
        6270           B         74
        6270           C         20
        6270           D       1858
        6270           P        225
        6270           S         39
        6270           W        247
        6271           B          4
        6271           C         28
        6271           D       2844
        6271           M         11
        6271           O         95
        6271           P        495
        6271           S        988
        6271           W         36
        6272           C          7
        6272           D        591
        6272           P         59
        6272           S          4
        6273           D       1236
        6273           M         20
        6273           P        132
        6273           S         43
        6273           W        138
        6274           D        935
        6274           P        203
        6274           W         21
        6275           B        144
        6275           C        104
        6275           D       3942
        6275           P        887
        6275           S        392
        6275           T         40
        6275           W        524
        6276           B        143
        6276           C        136
        6276           D        480
        6276           P         29
        6276           S        569
        6276           W         84
        6277           B         26
        6277           C        122
        6277           D       1533
        6277           P        333
        6277           T         36
        6277           W         65
        6278           D        141
        6278           P         75
        6279           B         33
        6279           D        593
        6279           P         13
        6279           S         36
        6279           W         33
        6280           D         94
        6281           B         88
        6281           D        436
        6281           P         28
        6282           B         43
        6282           D       1189
        6282           P        189
        6282           W         98
        6283           D        417
        6283           P         64
        6283           W         35
        6284           B        123
        6284           D        389
        6284           P         11
        6284           W         47
        6285           B         90
        6285           C         32
        6285           D       1704
        6285           P        260
        6285           S         96
        6286           B         26
        6286           C         14
        6286           D       1488
        6286           P        489
        6286           S        134
        6286           T         18
        6286           W         99
        6287           D         13
        6287           P         37
        6288           B         26
        6288           C         69
        6288           D       2406
        6288           P        602
        6288           S        104
        6288           W        109
        6289           B        108
        6289           C         23
        6289           D       2099
        6289           G         39
        6289           P        389
        6289           S         90
        6289           T         57
        6289           W         18
        6290           B         29
        6290           D       3256
        6290           M         14
        6290           P        646
        6290           S        110
        6290           W        108
        6291           D        349
        6291           P          5
        6292           D       1555
        6292           P        257
        6292           W         45
        6293           D        635
        6293           P        113
        6294           B         17
        6294           D       1131
        6294           P        325
        6294           W         12
        6295           D         26
        6295           P         28
        6296           B        120
        6296           C         63
        6296           D       3266
        6296           O        106
        6296           P        510
        6296           T         95
        6296           W         76
        6297           C         71
        6297           D        732
        6297           P        134
        6297           S        291
        6299           B         30
        6299           D       1095
        6299           P        254
        6299           S        145
        6299           W         94
        6300           B         12
        6300           D       1761
        6300           P        562
        6300           S         40
        6300           W        185
        6301           B         89
        6301           C         43
        6301           D       1385
        6301           M         11
        6301           P        344
        6301           W         94
        6302           D        517
        6302           P         20
        6303           D       1130
        6303           G         30
        6303           P         69
        6304           D        247
        6304           P         33
        6305           D        120
        6306           D         93
        6306           P         31
        6307           D        844
        6307           P        302
        6308           C         23
        6308           D       3787
        6308           P        927
        6308           T         13
        6308           W        308
        6309           C         20
        6309           D       2311
        6309           P        629
        6309           W        164
        6310           D        757
        6310           P        323
        6311           C         20
        6311           D        691
        6311           P        150
        6311           S        442
        6311           W        329
        6312           B         11
        6312           C         68
        6312           D       2807
        6312           O         18
        6312           P        972
        6312           T         13
        6312           W        165
        6313           C         20
        6313           D        254
        6313           P         96
        6313           W         19
        6314           D        151
        6314           P         51
        6315           B        119
        6315           C         20
        6315           D        630
        6315           P        167
        6316           C         15
        6316           D        976
        6316           P        250
        6316           W        116
        6317           D       1338
        6317           P        199
        6318           D        102
        6318           P         11
        6319           C         22
        6319           D        879
        6319           P        152
        6320           C         67
        6320           D       1693
        6320           P        186
        6321           D        186
        6322           D        743
        6322           P         55
        6323           D        280
        6324           D        226
        6324           P          8
        6325           C         51
        6325           D       2145
        6325           P        439
        6325           S        809
        6325           W         47
        6326           C         52
        6326           D       1821
        6326           O         18
        6326           P        477
        6326           S         58
        6326           W         90
        6327           D        296
        6328           P         17
        6329           D        740
        6329           P        219
        6330           D        515
        6330           P         36
        6331           C         22
        6331           D        607
        6331           P        205
        6331           S          7
        6332           D        646
        6332           P         85
        6333           D        826
        6333           P        281
        6334           D        513
        6334           P         53
        6334           S        114
        6335           C         13
        6335           D        414
        6335           P         39
        6336           C         53
        6336           D       2852
        6336           P       1015
        6336           S        193
        6336           W         24
        6337           C         13
        6337           D       3823
        6337           P        663
        6337           S        391
        6337           W        332
        6338           D       1886
        6338           O         10
        6338           P        265
        6338           S        173
        6339           D        499
        6339           P         85
        6340           B         27
        6340           C         85
        6340           D       4156
        6340           M         13
        6340           P        424
        6340           S         90
        6340           T         45
        6341           D       2784
        6341           M         65
        6341           P        616
        6341           S        235
        6342           B         52
        6342           C        115
        6342           D       7813
        6342           M         65
        6342           O         90
        6342           P       1416
        6342           S        452
        6342           T          8
        6342           W        102
        6343           B         30
        6343           C         30
        6343           D       2788
        6343           P        697
        6343           S        102
        6344           B          6
        6344           C        210
        6344           D       4118
        6344           M         81
        6344           P        882
        6344           S         99
        6344           T          8
        6344           W        229
        6345           D       3963
        6345           M         60
        6345           O        101
        6345           P        485
        6345           S        295
        6345           W        545
        6346           D       1522
        6346           P        265
        6346           T         15
        6347           D        946
        6347           P         63
        6347           S         30
        6348           D        840
        6348           P        181
        6349           D        635
        6349           P        204
        6349           S         19
        6350           D       3009
        6350           M         20
        6350           P        452
        6350           S        144
        6350           W         98
        6351           D        461
        6351           P         43
        6352           D         61
        6353           D       1121
        6353           M         12
        6353           P        226
        6353           S        155
        6354           D       1057
        6354           M         14
        6354           P        106
        6354           S        217
        6355           C         54
        6355           D        826
        6355           P        138
        6355           S         51
        6356           D        455
        6356           P         96
        6356           S         39
        6357           D        786
        6357           P         58
        6357           S        114
        6358           D        297
        6358           P         92
        6358           S         61
        6359           B         21
        6359           D       2633
        6359           G          9
        6359           M         24
        6359           P        184
        6359           S        288
        6360           D       7146
        6360           G         12
        6360           M         12
        6360           P        966
        6360           S        763
        6360           W        255
        6361           D       1294
        6361           P        106
        6361           S         30
        6362           D       1677
        6362           P        353
        6362           S         56
        6363           D       1969
        6363           P        234
        6363           S        208
        6364           D       1681
        6364           P        375
        6364           S        122
        6365           B         49
        6365           D       1361
        6365           P        156
        6366           B         70
        6366           C         41
        6366           D       5147
        6366           P        819
        6366           S        160
        6366           W        696
        7001           D        108
        7001           P         45
        7008           D        120
        7013           D        104
        7015           D         58
        7017           D         89
        7020           D         65
        7021           D         55
        7023           D         16
        7025           D         30
        7031           D        101
        7032           D         79
        7033           D         52
        7039           D         11
        7039           P         11
        7040           D         32
        7041           D         60
        7042           B         96
        7042           D        481
        7042           P         42
        7042           W         33
        7043           D         44
        7044           W         33
        7048           D         52
        7049           D        148
        7049           P         11
        7049           W         28
        7050           D         13
        7051           D         47
        7051           P         15
        7052           D         23
        7056           B         28
        7056           W         28
        7060           D         13
        7065           D         15
        7081           D          6
        7082           D         30
        7084           D         86
        7092           D         38
        7092           P          9
        7093           D         28
        7097           D         57
        7098           D        105
        7104           P         52
        7105           D         55
        7106           D         37
        7107           D         12
        7108           B         28
        7109           D         25
        7112           D         30
        7113           D         68
        7115           D         42
        7117           D        123
        7118           D         11
        7118           P         11
        7119           D         16
        7121           D         37
        7122           D        104
        7128           D         81
        7130           D         26
        7132           D          8
        7135           D         35
        7136           D         28
        7141           D        296
        7141           P         11
        7147           D        115
        7153           D         32
        7155           D         59
        7155           P         11
        7157           D         50
        7168           D         56
        7172           D         56
        7172           P          9
        7173           D         10
        7178           D         60
        7178           P         13
        7179           D        134
        7180           D         88
        7180           P         26
        7182           D         36
        7186           D         50
        7187           D         10
        7187           P         10
        7190           D         74
        7190           P         74
        7192           D         18
        7193           D        108
        7194           S         72
        7203           D          8
        7205           D         22
        7207           D         15
        7207           P         15
        7208           D         96
        7214           D         61
        7222           D        159
        7223           D         84
        7226           D          5
        7227           D         10
        7231           B         22
        7231           D        192
        7231           P         22
        7232           D         31
        7233           D         17
        7235           B         22
        7235           D        164
        7236           D         92
        7236           P         28
        7237           D         42
        7238           D         29
        7246           D         40
        7246           P         70
        7253           D         46
        7253           P         46
        7254           D          7
        7256           D         17
        7257           D         70
        7258           D         11
        7261           D         11
        7278           D         28
        7278           P         28
        7280           D         54
        7285           D         96
        7288           D         19
        7296           D         24
        7296           P          9
        7299           D        174
        7303           D        159
        7304           D        163
        7305           D         13
        7308           D         26
        7310           D         18
        7311           D          9
        7311           P         18
        7312           D         36
        7316           D          8
        7317           D         57
        7318           D        174
        7319           D        310
        7319           P         34
        7321           D         54
        7322           D         41
        7324           D         12
        7325           D         58
        7326           D         48
        7327           D         14
        7334           D         29
        7335           D         39
        7336           D        225
        7337           D         40
        7338           D         94
        7343           D         67
        7343           P         34
        7344           D        189
        7344           P         12
        7345           D         49
        7346           D         19
        7347           D        127
        7348           D        239
        7348           P         33
        7349           D         37
        7350           D         53
        7351           D         41
        7352           D        253
        7353           D        308
        7354           D        104
        7355           D        192
        7355           P         26
        7356           D         56
        7357           D        214
        7357           P         71
        7358           D         40
        7359           D         11
        7359           P         11
        7361           D        220
        7362           D         33
        7362           P         33
        7365           D         52
        7366           D         59
        7372           D         23
        7375           D        182
        7376           D        365
        7376           P         48
        7378           D         16
        7381           D         14
        7384           D         32
        7385           D         20
        7385           P         20
        7387           D         72
        7387           P         57
        7388           D         88
        7389           D        129
        7390           D        191
        7392           D         51
        7394           D         58
        7395           D        176
        7396           D         15
        7399           D         14
        7402           S         41
        7404           D         25
        7405           D         52
        7406           D         61
        7407           D         14
        7408           D         45
        7410           D         61
        7413           D        209
        7414           D        190
        7414           P         13
        7421           D         85
        7422           D         40
        7422           P         15
        7423           D         16
        7424           D         15
        7426           D        103
        7430           D         37
        7438           D         25
        7442           D         23
        7442           S         23
        7443           D         76
        7447           D         26
        7448           P         46
        7451           D         12
        7453           D         41
        7455           D         15
        7455           P         15
        7458           D         66
        7471           D         78
        7478           D         30
        7479           D          9
        7481           D         66
        7495           D         12
        7495           P         12
        7500           D         50
        7500           P         12
        7512           D         25
        7512           P         25
        7513           D         40
        7524           D         18
        7537           D         15
        7547           D         30
        7548           C         15
        7548           D         44
        7548           P         96
        7568           D         45
        7572           B         36
        7572           D        176
        7572           P         59
        8003           D         13
        8004           D         20
        8005           D          3
        8008           D        118
        8008           P         17
        8010           D         20
        8013           D         21
        8014           D         29
        8014           P         13
        8014           S         12
        8023           D         18
        8029           D         12
        8032           D         75
        8033           D         40
        8034           D         41
        8035           D         92
        8039           D         37
        8041           D         50
        8044           D         50
        8045           D         14
        8049           D         14
        8051           D         42
        8052           D         56
        8053           D         13
        8054           D         70
        8055           D         13
        8056           D        156
        8056           P         25
        8057           B        224
        8057           D       1055
        8057           P        129
        8057           U         34
        8057           W         52
        8059           D         68
        8059           P         33
        8063           D         31
        8063           P         14
        8065           D         20
        8066           D         68
        8069           D         31
        8070           D         12
        8071           D         26
        8072           D         44
        8072           P         49
        8072           W         15
        8074           D         12
        8074           P         12
        8075           D          8
        8076           D         49
        8079           D        120
        8080           D         12
        8080           P         12
        8082           D         19
        8083           D        160
        8084           D        216
        8086           D        201
        8086           P         11
        8087           D         85
        8087           P         11
        8090           D          9
        8094           D         42
        8095           D        133
        8096           D         14
        8097           D          9
        8103           D         22
        8103           W         18
        8107           D         64
        8108           D         16
        8111           D          8
        8113           D         25
        8114           B         16
        8114           D        114
        8115           D         94
        8116           B         34
        8117           D         23
        8118           D        112
        8118           P         10
        8119           D         39
        8121           D         74
        8123           B         37
        8125           D         16
        8127           D          4
        8128           D         34
        8129           D         55
        8130           P         12
        8135           D         88
        8135           P         19
        8136           D         25
        8136           P         25
        8137           D          9
        8137           P         19
        8142           D         75
        8143           D         46
        8144           D         42
        8145           D         38
        8146           D         42
        8151           D         96
        8151           P         19
        8154           D         35
        8154           S         89
        8165           D         18
        8169           D         84
        8169           P         26
        8172           D         34
        8172           P         26
        8175           D         38
        8180           D         10
        8180           P         10
        8181           D         41
        8181           P         41
        8183           D         24
        8184           D         18
        8186           D         26
        8188           D          8
        8189           D         10
        8190           D        191
        8191           D        211
        8192           D         45
        8192           P         18
        8197           D         60
        8197           P         41
        8199           D         30
        8203           D         30
        8203           W         15
        8205           D         48
        8301           D         29
        8303           D        112
        8307           D         93
        8309           D          4
        8310           D        282
        8313           D         30
        8315           D         93
        8315           P         25
        8316           D         36
        8317           D        160
        8319           D         37
        8325           C         15
        8325           D         15
        8328           D         50
        8330           D         23
        8330           P         23
        8336           D         59
        8337           D         35
        8340           D          5
        8344           C         18
        8346           D         23
        8348           D         26
        8351           D        113
        8356           D          8
        8357           D         22
        8358           D         22
        8361           D         53
        8361           P         40
        8363           D         63
        8365           D        182
        8365           P         34
        8365           S         23
        8366           D          9
        8369           D         31
        8370           D          9
        8372           D         44
        8372           P         25
        8374           D         13
        8375           D         96
        8376           D         34
        8376           P         12
        8377           P          3
        8378           D         73
        8379           D         13
        8379           P         16
        8380           D        405
        8380           P        111
        8380           S         67
        8401           D         63
        8402           D        113
        8402           P         51
        8403           D        162
        8404           D         19
        8404           P         19
        8405           D         37
        8411           D         16
        8412           P         26
        8413           D         13
        8415           D         21
        8415           P         31
        8417           D         12
        8501           D         56
        8504           D         63
        8505           D         31
        8509           D         17
        8509           P         26
        8510           D         14
        8510           P         14
        8512           D         24
        8514           D         61
        8521           D         67
        8521           P         22
        8524           D         44
        8524           P         12
        8527           D         50
        8527           P         40
        8529           D         21
        8529           P         21
        8554           D         13
        8555           S         53
        8560           D         39
        8560           P         39
        8561           D         22
        8561           S        104
        8562           D         31
        8563           D         15
        8563           P         15
        8564           D        101
        8568           D         27
        8571           D         10
        8571           P         10
        8576           D         29
        8577           D         38
        8582           P         27
        8583           D         14
        8589           D         18
        8589           P         18
